Half Inning,Inning,Outs,Balls,Strikes,Count,Date,Batter_Team,Pitcher_Team,,,Pitcher_R_Allowed,Pitcher_ER_Allowed,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y,REMEMBER TO INSERT THE X AND Y POINTS AFTER EVERY HALF INNING! DON'T MISCLICK PLOTS
Top 4,4,1,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nick Parsons,Taylor Lepard,R,R,Offspeed,Foul,,,100,-0.647882857,0.303918587,
Top 4,4,1,1,2,'1-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nick Parsons,Taylor Lepard,R,R,Fastball,Strikeout Swinging,,,100,0.640711429,0.638039293,
Top 4,4,2,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Taylor Lepard,R,R,,Error,,,100,,,
Top 4,4,2,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Charlie Towers,Taylor Lepard,L,R,Offspeed,Swinging Strike,,,110,-1.425482857,0.004968481,
Top 4,4,2,0,1,'0-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Charlie Towers,Taylor Lepard,L,R,Fastball,Groundout,Ground Ball,Pull,110,0.707362857,0.682002544,
Bottom 4,4,0,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Ryan Dos Santos,Yadian Martinez,L,R,Fastball,Called Strike,,,000,0.551842857,0.198406784,
Bottom 4,4,0,0,1,'0-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Ryan Dos Santos,Yadian Martinez,L,R,Fastball,Ball,,,000,1.418311429,1.016123251,
Bottom 4,4,0,1,1,'1-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Ryan Dos Santos,Yadian Martinez,L,R,Fastball,Called Strike,,,000,1.240574286,0.787514346,
Bottom 4,4,0,1,2,'1-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Ryan Dos Santos,Yadian Martinez,L,R,Fastball,Ball,,,000,1.129488571,-0.02140947,
Bottom 4,4,0,2,2,'2-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Ryan Dos Santos,Yadian Martinez,L,R,Fastball,Ball,,,000,1.35166,0.576490742,
Bottom 4,4,0,3,2,'3-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Ryan Dos Santos,Yadian Martinez,L,R,Fastball,Foul,,,000,0.685145714,0.813892297,
Bottom 4,4,0,3,2,'3-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Ryan Dos Santos,Yadian Martinez,L,R,Offspeed,Strikeout Looking,,,000,-0.136888571,0.110480283,
Bottom 4,4,1,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Ryan Dos Santos,Yadian Martinez,L,R,Offspeed,Ball,,,000,-1.225528571,0.215992085,
Bottom 4,4,1,1,0,'1-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Ryan Dos Santos,Yadian Martinez,L,R,Fastball,Groundout,,,000,0.685145714,0.673209894,
Bottom 4,4,2,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Fastball,Ball,,,000,1.35166,0.128065583,
Bottom 4,4,2,1,0,'1-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Offspeed,Foul,,,000,0.485191429,0.514942191,
Bottom 4,4,2,1,1,'1-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Offspeed,Ball,,,000,0.685145714,-0.258811025,
Bottom 4,4,2,2,1,'2-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Fastball,Called Strike,,,000,0.796231429,0.594076042,
Bottom 4,4,2,2,2,'2-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Offspeed,Strikeout Swinging,,,000,-1.247745714,0.031346431,
Top 5,5,0,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Jamie Cabral,Sebastian Rodriguez,R,R,Fastball,Ball,,,000,0.085282857,-0.206055124,
Top 5,5,0,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Jamie Cabral,Sebastian Rodriguez,R,R,Fastball,Ball,,,000,0.751797143,1.086464452,
Top 5,5,0,2,0,'2-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Jamie Cabral,Sebastian Rodriguez,R,R,Fastball,Ball,,,000,0.640711429,1.148013004,
Top 5,5,0,3,0,'3-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Jamie Cabral,Sebastian Rodriguez,R,R,Fastball,Called Strike,,,000,-0.003585714,0.743551095,
Top 5,5,0,3,1,'3-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Jamie Cabral,Sebastian Rodriguez,R,R,Fastball,Single,Line Drive,Straightaway,000,0.640711429,0.383052438,
Top 5,5,0,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Arthur Kowara,Sebastian Rodriguez,R,R,Fastball,Single,,,100,-0.04802,0.207199435,
Top 5,5,0,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Caleb Cain-Plante,Sebastian Rodriguez,L,R,Offspeed,Ball,,,110,-0.136888571,-0.214847774,
Top 5,5,0,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Caleb Cain-Plante,Sebastian Rodriguez,L,R,Offspeed,Ball,,,110,1.484962857,0.725965795,
Top 5,5,0,2,0,'2-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Caleb Cain-Plante,Sebastian Rodriguez,L,R,Fastball,Flyout,Fly Ball,Opposite Field,110,-0.04802,0.936989399,
Top 5,5,1,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Trent Lawson,Sebastian Rodriguez,R,R,Fastball,Swinging Strike,,,110,0.040848571,0.840270247,
Top 5,5,1,0,1,'0-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Trent Lawson,Sebastian Rodriguez,R,R,Offspeed,Ball,,,011,-1.269962857,-0.232433074,
Top 5,5,1,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Trent Lawson,Sebastian Rodriguez,R,R,Fastball,Foul,,,011,0.840665714,0.708380495,
Top 5,5,1,1,2,'1-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Trent Lawson,Sebastian Rodriguez,R,R,Offspeed,Ball,,,011,1.240574286,0.189614134,
Top 5,5,1,2,2,'2-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,1,1,Trent Lawson,Sebastian Rodriguez,R,R,Fastball,Single,Line Drive,Straightaway,011,0.018631429,0.664417244,
Top 5,5,1,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nicholas Kyrose,Sebastian Rodriguez,R,R,Offspeed,Called Strike,,,101,0.818448571,0.558905442,
Top 5,5,1,0,1,'0-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nicholas Kyrose,Sebastian Rodriguez,R,R,Offspeed,Foul,,,101,-0.447928571,0.259955336,
Top 5,5,1,0,2,'0-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nicholas Kyrose,Sebastian Rodriguez,R,R,Fastball,Ball,,,101,1.018403,1.112842,
Top 5,5,1,1,2,'1-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nicholas Kyrose,Sebastian Rodriguez,R,R,Offspeed,Foul,,,101,0.751797,0.339089,
Top 5,5,1,1,2,'1-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nicholas Kyrose,Sebastian Rodriguez,R,R,Fastball,Ball,,,101,0.796231,1.174391,
Top 5,5,1,2,2,'2-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,1,1,Nicholas Kyrose,Sebastian Rodriguez,R,R,Offspeed,Strikeout Swinging,,,101,-0.78119,0.119273,
Top 5,5,2,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Sebastian Rodriguez,L,R,Fastball,Ball,,,010,1.285009,0.594076,
Top 5,5,2,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Sebastian Rodriguez,L,R,Offspeed,Called Strike,,,010,0.818449,0.092895,
Top 5,5,2,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Sebastian Rodriguez,L,R,Offspeed,Ball,,,010,-0.6701,-0.38191,
Top 5,5,2,2,1,'2-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Sebastian Rodriguez,L,R,Offspeed,Ball,,,010,-2.24752,-0.23243,
Top 5,5,2,3,1,'3-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Sebastian Rodriguez,L,R,Fastball,Called Strike,,,010,0.485191,0.936989,
Top 5,5,2,3,2,'3-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Sebastian Rodriguez,L,R,Fastball,Groundout,Ground Ball,Pull,010,0.907317,0.682003,
Bottom 5,5,0,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jordan Castaldo,Yadian Martinez,L,R,Fastball,Ball,,,000,0.929534286,1.095257102,
Bottom 5,5,0,1,0,'1-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jordan Castaldo,Yadian Martinez,L,R,Fastball,Ball,,,000,1.285008571,0.611661343,
Bottom 5,5,0,2,0,'2-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jordan Castaldo,Yadian Martinez,L,R,Fastball,Ball,,,000,0.840665714,1.200768905,
Bottom 5,5,0,3,0,'3-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jordan Castaldo,Yadian Martinez,L,R,Fastball,Called Strike,,,000,0.040848571,0.945782049,
Bottom 5,5,0,3,1,'3-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jordan Castaldo,Yadian Martinez,L,R,Offspeed,Single,,,000,0.285237143,0.215992085,
Bottom 5,5,0,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Marcus Knecht,Yadian Martinez,R,R,Offspeed,Groundout,Ground Ball,Opposite Field,100,-0.559014286,0.374259788,
Bottom 5,5,1,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,2,2,Dennis Dei Banning,Yadian Martinez,R,R,Fastball,Home Run,Fly Ball,Opposite Field,100,0.285237143,0.268747986,
Bottom 5,5,1,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yadian Martinez,R,R,Fastball,Ball,,,000,-0.98114,1.200768905,
Bottom 5,5,1,1,0,'1-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Mike Cecchetto,Yadian Martinez,R,R,Offspeed,Groundout,Ground Ball,Pull,000,-0.381277143,0.47977159,
Bottom 5,5,2,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Dan Marra,Yadian Martinez,R,R,Fastball,Called Strike,,,000,-0.6701,0.303919,
Bottom 5,5,2,0,1,'0-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Dan Marra,Yadian Martinez,R,R,Fastball,Ball,,,000,-0.8034,-0.07417,
Bottom 5,5,2,1,1,'1-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Dan Marra,Yadian Martinez,R,R,Offspeed,Called Strike,,,000,-0.6701,0.558905,
Bottom 5,5,2,1,2,'1-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Dan Marra,Yadian Martinez,R,R,Offspeed,Flyout,Fly Ball,Opposite Field,000,-0.8034,0.07531,
Top 6,6,0,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nick Parsons,Wilgenis Alvarado,R,L,Fastball,Ball,,,000,1.440529,-0.02141,
Top 6,6,0,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nick Parsons,Wilgenis Alvarado,R,L,Fastball,Double,,,000,-0.62567,0.725966,
Top 6,6,0,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Wilgenis Alvarado,R,L,Fastball,Ball,,,010,-1.3144,1.033709,
Top 6,6,0,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,1,1,Yunior Ibarra,Wilgenis Alvarado,R,L,Offspeed,Single,Ground Ball,Pull,010,0.41854,0.479772,
Top 6,6,0,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Charlie Towers,Wilgenis Alvarado,L,L,Fastball,Hit By Pitch,,,100,-1.75874,1.042501,
Top 6,6,0,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Jamie Cabral,Wilgenis Alvarado,R,L,Fastball,Ball,,,110,-1.35883,0.752344,
Top 6,6,0,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Jamie Cabral,Wilgenis Alvarado,R,L,Fastball,Swinging Strike,,,110,-0.38128,0.963367,
Top 6,6,0,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Jamie Cabral,Wilgenis Alvarado,R,L,Offspeed,Ball,,,110,-1.64765,0.629247,
Top 6,6,0,2,1,'2-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Jamie Cabral,Wilgenis Alvarado,R,L,Offspeed,Flyout,Fly Ball,Pull,110,0.973969,0.066517,
Top 6,6,1,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Arthur Kowara,Wilgenis Alvarado,R,L,Fastball,Ball,,,110,1.262791429,-0.575346431,
Top 6,6,1,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Arthur Kowara,Wilgenis Alvarado,R,L,Fastball,Called Strike,,,011,0.818448571,0.699587845,
Top 6,6,1,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Arthur Kowara,Wilgenis Alvarado,R,L,Offspeed,Called Strike,,,011,-0.714534286,0.558905442,
Top 6,6,1,1,2,'1-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,1,1,Arthur Kowara,Wilgenis Alvarado,R,L,Offspeed,Ball,,,011,1.640482857,-0.346737527,
Top 6,6,1,2,2,'2-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Arthur Kowara,Wilgenis Alvarado,R,L,Offspeed,Ball,,,001,-1.425482857,-0.162091873,
Top 6,6,1,3,2,'3-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Arthur Kowara,Wilgenis Alvarado,R,L,Fastball,Foul,,,001,-0.381277143,0.585283392,
Top 6,6,1,3,2,'3-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Arthur Kowara,Wilgenis Alvarado,R,L,Fastball,Foul,,,001,0.929534286,0.418223039,
Top 6,6,1,3,2,'3-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,1,1,Arthur Kowara,Wilgenis Alvarado,R,L,Fastball,Sacrifice Fly,Fly Ball,Straightaway,001,-0.51458,0.506149541,
Top 6,6,2,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Caleb Cain-Plante,Wilgenis Alvarado,L,L,Fastball,Called Strike,,,000,0.307454286,0.532527491,
Top 6,6,2,0,1,'0-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Caleb Cain-Plante,Wilgenis Alvarado,L,L,Offspeed,Ball,,,000,0.1075,-0.241225724,
Top 6,6,2,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Caleb Cain-Plante,Wilgenis Alvarado,L,L,Offspeed,Ball,,,000,-1.13666,0.576490742,
Top 6,6,2,2,1,'2-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Caleb Cain-Plante,Wilgenis Alvarado,L,L,Fastball,Swinging Strike,,,000,-0.736751429,0.49735689,
Top 6,6,2,2,2,'2-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Caleb Cain-Plante,Wilgenis Alvarado,L,L,Offspeed,Ball,,,000,1.418311429,-0.329152226,
Top 6,6,2,3,2,'3-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Caleb Cain-Plante,Wilgenis Alvarado,L,L,Fastball,Foul,,,000,-1.13666,0.875440848,
Top 6,6,2,3,2,'3-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Caleb Cain-Plante,Wilgenis Alvarado,L,L,Fastball,Single,Ground Ball,Opposite Field,000,-0.736751429,0.849062898,
Top 6,6,2,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Trent Lawson,Wilgenis Alvarado,R,L,Offspeed,Ball,,,100,-1.958694286,1.139220353,
Top 6,6,2,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Trent Lawson,Wilgenis Alvarado,R,L,Fastball,Double,Line Drive,Pull,100,0.329671429,0.585283392,
Top 6,6,2,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nicholas Kyrose,Wilgenis Alvarado,R,L,Fastball,Ball,,,011,-1.536568571,1.130427703,
Top 6,6,2,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nicholas Kyrose,Wilgenis Alvarado,R,L,Fastball,Called Strike,,,011,0.307454286,0.725965795,
Top 6,6,2,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nicholas Kyrose,Wilgenis Alvarado,R,L,Fastball,Ball,,,011,-1.692088571,1.174390954,
Top 6,6,2,2,1,'2-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nicholas Kyrose,Wilgenis Alvarado,R,L,Fastball,Foul,,,011,-1.203311429,0.884233498,
Top 6,6,2,2,2,'2-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nicholas Kyrose,Wilgenis Alvarado,R,L,Fastball,Strikeout Swinging,,,011,0.57406,0.857855548,
Bottom 6,6,0,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Justin Marra,Yadian Martinez,L,R,Fastball,Called Strike,,,000,0.618494286,0.233577385,
Bottom 6,6,0,0,1,'0-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Justin Marra,Yadian Martinez,L,R,Offspeed,Ball,,,000,0.951751429,-0.320359576,
Bottom 6,6,0,1,1,'1-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Justin Marra,Yadian Martinez,L,R,Fastball,Called Strike,,,000,0.618494286,0.136858233,
Bottom 6,6,0,1,2,'1-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Justin Marra,Yadian Martinez,L,R,Fastball,Ball,,,000,1.218357143,0.48856424,
Bottom 6,6,0,2,2,'2-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Justin Marra,Yadian Martinez,L,R,Offspeed,Single,Line Drive,Straightaway,000,0.951751429,0.110480283,
Bottom 6,6,0,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Ryan Dos Santos,Yadian Martinez,L,R,Fastball,Single,Line Drive,Opposite Field,100,0.41854,0.391845088,
Bottom 6,6,0,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Zach Lampreia,Yadian Martinez,R,R,Fastball,Called Strike,,,110,0.8851,0.48856424,
Bottom 6,6,0,0,1,'0-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Zach Lampreia,Yadian Martinez,R,R,Fastball,Groundout,Ground Ball,Straightaway,110,0.840665714,0.224784735,
Bottom 6,6,1,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Fastball,Ball,,,110,1.97374,0.321503887,
Bottom 6,6,1,1,0,'1-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Offspeed,Called Strike,,,110,0.818448571,0.435808339,
Bottom 6,6,1,1,1,'1-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Offspeed,Ball,,,110,1.529397143,0.47097894,
Bottom 6,6,1,2,1,'2-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Fastball,Ball,,,110,1.307225714,0.136858233,
Bottom 6,6,1,3,1,'3-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Rando Moreno,Yadian Martinez,L,R,Fastball,Flyout,Fly Ball,Pull,110,0.8851,-0.074165371,
Bottom 6,6,2,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jordan Castaldo,Yadian Martinez,L,R,Fastball,Ball,,,101,1.418311429,0.743551095,
Bottom 6,6,2,1,0,'1-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jordan Castaldo,Yadian Martinez,L,R,Fastball,Called Strike,,,101,1.240574286,0.339089187,
Bottom 6,6,2,1,1,'1-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jordan Castaldo,Yadian Martinez,L,R,Fastball,Ball,,,101,1.529397143,0.9545747,
Bottom 6,6,2,2,1,'2-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jordan Castaldo,Yadian Martinez,L,R,Fastball,Ball,,,101,1.19614,0.550112792,
Bottom 6,6,2,3,1,'3-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Jordan Castaldo,Yadian Martinez,L,R,Fastball,Walk,,,101,1.129488571,0.136858233,
Bottom 6,6,2,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Marcus Knecht,Yadian Martinez,R,R,Offspeed,Called Strike,,,111,0.929534286,0.761136396,
Bottom 6,6,2,0,1,'0-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,1,1,Marcus Knecht,Yadian Martinez,R,R,Fastball,Single,Ground Ball,Pull,111,-0.270191429,0.893026148,
Bottom 6,6,2,0,0,'0-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Greg Carrington,Yadian Martinez,L,R,Offspeed,Ball,,,101,1.462745714,0.136858233,
Bottom 6,6,2,1,0,'1-0,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Greg Carrington,Yadian Martinez,L,R,Fastball,Called Strike,,,101,0.774014286,0.49735689,
Bottom 6,6,2,1,1,'1-1,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Greg Carrington,Yadian Martinez,L,R,Fastball,Called Strike,,,101,1.129488571,0.321503887,
Bottom 6,6,2,1,2,'1-2,"May 11, 2025",Toronto Maple Leafs,Kitchener Panthers,,,0,0,Greg Carrington,Yadian Martinez,L,R,Offspeed,Strikeout Swinging,,,101,1.19614,0.312711237,
Top 7,7,0,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Jeremy Newton,L,R,Fastball,Called Strike,,,000,0.662928571,0.251162686,
Top 7,7,0,0,1,'0-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Jeremy Newton,L,R,Offspeed,Ball,,,000,1.262791429,1.218354205,
Top 7,7,0,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Jeremy Newton,L,R,Offspeed,Ball,,,000,1.018402857,1.350243958,
Top 7,7,0,2,1,'2-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Jeremy Newton,L,R,Offspeed,Called Strike,,,000,-0.470145714,0.884233498,
Top 7,7,0,2,2,'2-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Jeremy Newton,L,R,Fastball,Foul,,,000,0.240802857,0.444600989,
Top 7,7,0,2,2,'2-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Jeremy Newton,L,R,Offspeed,Ball,,,000,0.929534286,1.200768905,
Top 7,7,0,3,2,'3-2,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yosvani Penalver,Jeremy Newton,L,R,Fastball,Groundout,Ground Ball,Pull,000,-0.181322857,0.321503887,
Top 7,7,1,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nick Parsons,Jeremy Newton,R,R,Fastball,Ball,,,000,-1.225528571,1.051293852,
Top 7,7,1,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Nick Parsons,Jeremy Newton,R,R,Fastball,Flyout,Fly Ball,Straightaway,000,0.440757143,0.47097894,
Top 7,7,2,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Jeremy Newton,R,R,Fastball,Ball,,,000,-0.536797143,1.104049753,
Top 7,7,2,1,0,'1-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Jeremy Newton,R,R,Offspeed,Swinging Strike,,,000,-1.025574286,0.47097894,
Top 7,7,2,1,1,'1-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Jeremy Newton,R,R,Offspeed,Single,Line Drive,Pull,000,-0.781185714,0.339089187,
Top 7,7,2,0,0,'0-0,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Jeremy Newton,L,R,Fastball,Called Strike,,,100,-0.381277143,0.717173145,
Top 7,7,2,0,1,'0-1,"May 11, 2025",Kitchener Panthers,Toronto Maple Leafs,,,0,0,Yunior Ibarra,Jeremy Newton,L,R,Offspeed,Ball,,,100,1.329442857,0.743551095,
