Half Inning,Inning,Outs,Balls,Strikes,Count,Batter_Team,Pitcher_Team,Date,Home Team,Away Team,,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y,REMEMBER TO INSERT THE X AND Y POINTS AFTER EVERY HALF INNING! DON'T MISCLICK PLOTS
Bottom 4,4,2,0,2,'0-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Adam Odd,Wilgenis Alvarado,L,L,Offspeed,Strikeout Swinging,,,000,-0.84133,-0.16036,
Top 5,5,0,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Justin Marra,Frank Garces,L,L,Offspeed,Ball,,,000,1.336374,-0.099755,
Top 5,5,0,1,0,'1-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Justin Marra,Frank Garces,L,L,Fastball,Called Strike,,,000,-0.2898,0.248865,
Top 5,5,0,1,1,'1-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Justin Marra,Frank Garces,L,L,Fastball,Ball,,,000,-0.70458,-0.10184,
Top 5,5,0,2,1,'2-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Justin Marra,Frank Garces,L,L,Fastball,Called Strike,,,000,0.861172,0.541944,
Top 5,5,0,2,2,'2-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Justin Marra,Frank Garces,L,L,Fastball,Double,,,000,0.483524,0.201005,
Top 5,5,0,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Marcus Knecht,Frank Garces,R,L,Fastball,Single,Ground Ball,Straightaway,010,-0.686,0.14143,
Top 5,5,0,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dennis Dei Baning,Frank Garces,R,L,Fastball,Swinging Strike,,,110,-0.32306,-0.086855,
Top 5,5,0,0,1,'0-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dennis Dei Baning,Frank Garces,R,L,Fastball,Called Strike,,,110,0.693569,0.716914,
Top 5,5,0,0,2,'0-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dennis Dei Baning,Frank Garces,R,L,Fastball,Foul,,,110,0.566345,0.5513725,
Top 5,5,0,0,2,'0-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dennis Dei Baning,Frank Garces,R,L,Offspeed,Strikeout Swinging,,,110,-0.03663,0.05452,
Top 5,5,1,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Spenser Ross,Frank Garces,R,L,Fastball,Ball,,,110,1.185592,0.250375,
Top 5,5,1,1,0,'1-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Spenser Ross,Frank Garces,R,L,Fastball,Called Strike,,,110,0.784762,0.4397,
Top 5,5,1,1,1,'1-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Spenser Ross,Frank Garces,R,L,Fastball,Ball,,,110,-1.15706,0.9436785,
Top 5,5,1,2,1,'2-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Spenser Ross,Frank Garces,R,L,Fastball,Ball,,,110,1.151598,0.362235,
Top 5,5,1,3,1,'3-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Spenser Ross,Frank Garces,R,L,Fastball,Called Strike,,,110,0.339883,0.351675,
Top 5,5,1,3,2,'3-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Spenser Ross,Frank Garces,R,L,Fastball,Strikeout Swinging,,,110,-0.31461,0.715883,
Top 5,5,2,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dan Marra,Frank Garces,R,L,Offspeed,Called Strike,,,110,0.021598,0.404865,
Top 5,5,2,0,1,'0-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dan Marra,Frank Garces,R,L,Offspeed,Swinging Strike,,,110,-0.35426,0.608812,
Top 5,5,2,0,2,'0-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dan Marra,Frank Garces,R,L,Fastball,Ball,,,110,-0.71394,0.963592,
Top 5,5,2,1,2,'1-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dan Marra,Frank Garces,R,L,Offspeed,Strikeout Swinging,,,110,0.750618,0.06992,
Bottom 5,5,0,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Leliis Beltran,Wilgenis Alvarado,R,L,Offspeed,Ball,,,000,-0.29734,-0.043045,
Bottom 5,5,0,1,0,'1-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Leliis Beltran,Wilgenis Alvarado,R,L,Offspeed,Ball,,,000,1.11923946,0.537342919,
Bottom 5,5,0,2,0,'2-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Leliis Beltran,Wilgenis Alvarado,R,L,Offspeed,Ball,,,000,-1.316436374,0.009428354,
Bottom 5,5,0,3,0,'3-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Leliis Beltran,Wilgenis Alvarado,R,L,Fastball,Walk,,,000,-1.259060095,0.802488207,
Bottom 5,5,0,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Hayden Jaco,Wilgenis Alvarado,R,L,Fastball,Ball,,,100,-1.45894678,0.203884156,
Bottom 5,5,0,1,0,'1-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Hayden Jaco,Wilgenis Alvarado,R,L,Offspeed,Called Strike,,,100,-1.072675189,-0.0730280465,
Bottom 5,5,0,1,1,'1-1,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Hayden Jaco,Wilgenis Alvarado,R,L,Fastball,Ball,,,100,-1.181142002,0.9631141305,
Bottom 5,5,0,2,1,'2-1,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Hayden Jaco,Wilgenis Alvarado,R,L,Fastball,Foul,,,100,-1.07689921,0.7151037825,
Bottom 5,5,0,2,2,'2-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Hayden Jaco,Wilgenis Alvarado,R,L,Fastball,Ball,,,100,-0.89647319,1.036380772,
Bottom 5,5,0,3,2,'3-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Hayden Jaco,Wilgenis Alvarado,R,L,Offspeed,Strikeout Looking,,,100,-0.920736165,0.0974036385,
Bottom 5,5,1,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Francisco Hernandez,Wilgenis Alvarado,R,L,Offspeed,Foul,,,100,0.84445184,-0.1051230595,
Bottom 5,5,1,0,1,'0-1,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Francisco Hernandez,Wilgenis Alvarado,R,L,Fastball,Called Strike,,,010,-0.181784004,0.146809593,
Bottom 5,5,1,0,2,'0-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Francisco Hernandez,Wilgenis Alvarado,R,L,Fastball,Swinging Strike,,,010,0.836456372,0.5370537745,
Bottom 5,5,1,0,2,'0-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Francisco Hernandez,Wilgenis Alvarado,R,L,Fastball,Ball,,,010,1.149712751,0.289257142,
Bottom 5,5,1,1,2,'1-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Francisco Hernandez,Wilgenis Alvarado,R,L,Offspeed,Foul,,,010,-0.431830933,-0.0139923315,
Bottom 5,5,1,1,2,'1-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Francisco Hernandez,Wilgenis Alvarado,R,L,Offspeed,Ball,,,010,-0.409252537,-0.091809852,
Bottom 5,5,1,2,2,'2-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Francisco Hernandez,Wilgenis Alvarado,R,L,Offspeed,Strikeout Looking,,,010,-0.625281016,0.112300854,
Bottom 5,5,2,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Brandon Hernanedez,Wilgenis Alvarado,L,L,Fastball,Ball,,,010,0.364698652,-0.115343681,
Bottom 5,5,2,1,0,'1-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Brandon Hernanedez,Wilgenis Alvarado,L,L,Offspeed,Ball,,,010,1.266627605,0.055854865,
Bottom 5,5,2,2,0,'2-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Brandon Hernanedez,Wilgenis Alvarado,L,L,Offspeed,Ball,,,010,0.218165368,-0.0765732065,
Bottom 5,5,2,3,0,'3-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Brandon Hernanedez,Wilgenis Alvarado,L,L,Fastball,Called Strike,,,010,0.941579169,0.3230995925,
Bottom 5,5,2,3,1,'3-1,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Brandon Hernanedez,Wilgenis Alvarado,L,L,Fastball,Foul,,,010,-0.924759042,-0.0582816895,
Bottom 5,5,2,3,2,'3-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Brandon Hernanedez,Wilgenis Alvarado,L,L,Fastball,Foul,,,010,-0.704783116,0.841975256,
Bottom 5,5,2,3,2,'3-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Brandon Hernanedez,Wilgenis Alvarado,L,L,Fastball,Strikeout Swinging,,,010,-0.343352789,0.5553075775,
Top 6,6,0,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Ryan Dos Santos,Frank Garces,L,L,Fastball,Groundout,Ground Ball,,000,-1.378992106,0.919126488,
Top 6,6,1,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jhon Javier,Frank Garces,R,L,Fastball,Swinging Strike,,,000,0.039398785,0.142170713,
Top 6,6,1,0,1,'0-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jhon Javier,Frank Garces,R,L,Fastball,Ball,,,000,-1.197862083,0.3160469865,
Top 6,6,1,1,1,'1-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jhon Javier,Frank Garces,R,L,Offspeed,Swinging Strike,,,000,-0.922496174,0.0292913075,
Top 6,6,1,1,2,'1-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jhon Javier,Frank Garces,R,L,Fastball,Single,Line Drive,Pull,000,-0.499566119,0.2194602315,
Top 6,6,1,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Rando Moreno,Frank Garces,R,L,Fastball,Popout,Pop Up,Straightaway,001,-0.632396479,0.7885338535,
Top 6,6,2,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jordan Castaldo,Frank Garces,L,L,Fastball,Called Strike,,,001,1.116976592,0.449769922,
Top 6,6,2,0,1,'0-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jordan Castaldo,Frank Garces,L,L,Fastball,Ball,,,001,1.264515595,0.44992078,
Top 6,6,2,1,1,'1-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jordan Castaldo,Frank Garces,L,L,Offspeed,Ball,,,001,-1.228561661,1.031176176,
Top 6,6,2,2,1,'2-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jordan Castaldo,Frank Garces,L,L,Fastball,Foul,,,001,-0.529662265,0.482141508,
Top 6,6,2,2,2,'2-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jordan Castaldo,Frank Garces,L,L,Fastball,Single,Ground Ball,Pull,001,0.053579426,0.215160782,
Top 6,6,2,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Justin Marra,Frank Garces,L,L,Fastball,Called Strike,,,011,0.915631614,0.746331363,
Top 6,6,2,0,1,'0-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Justin Marra,Frank Garces,L,L,Fastball,Swinging Strike,,,011,-0.813803074,0.905109277,
Top 6,6,2,0,2,'0-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Justin Marra,Frank Garces,L,L,Fastball,Strikeout Swinging,,,011,-0.238330564,0.813261974,
Bottom 6,6,0,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Willy Garcia,Wilgenis Alvarado,R,L,Fastball,Ball,,,000,1.326719326,0.002400891,
Bottom 6,6,0,1,0,'1-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Willy Garcia,Wilgenis Alvarado,R,L,Offspeed,Ball,,,000,1.447028482,-0.0996418905,
Bottom 6,6,0,2,0,'2-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Willy Garcia,Wilgenis Alvarado,R,L,Fastball,Ball,,,000,-1.405077947,1.09910622,
Bottom 6,6,0,3,0,'3-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Willy Garcia,Wilgenis Alvarado,R,L,Fastball,Walk,,,000,-1.497943541,0.597912356,
Bottom 6,6,0,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Ryan Rijo,Wilgenis Alvarado,L,L,Offspeed,Double Play,,,100,-0.23458426,0.4824432235,
Bottom 6,6,2,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Ryan Rijo,Wilgenis Alvarado,L,L,Fastball,Ball,,,000,-0.887321146,0.914764181,
Bottom 6,6,2,1,0,'1-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Ryan Rijo,Wilgenis Alvarado,L,L,Fastball,Ball,,,000,-1.341101636,0.9580855345,
Bottom 6,6,2,2,0,'2-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Ryan Rijo,Wilgenis Alvarado,L,L,Offspeed,Ball,,,000,1.332376496,0.2213333835,
Bottom 6,6,2,3,0,'3-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Ryan Rijo,Wilgenis Alvarado,L,L,Fastball,Single,,,000,-0.71873747,0.301941775,
Bottom 6,6,2,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Tristan Clarke,Wilgenis Alvarado,R,L,Fastball,Flyout,,,001,0.293820593,-0.0035202805,
Top 7,7,0,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Marcus Knecht,Frank Garces,R,L,Fastball,Swinging Strike,,,000,0.03336447,-0.0913572785,
Top 7,7,0,0,1,'0-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Marcus Knecht,Frank Garces,R,L,Fastball,Ball,,,000,-1.085799824,0.8464507065,
Top 7,7,0,1,1,'1-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Marcus Knecht,Frank Garces,R,L,Fastball,Strikeout Swinging,,,000,0.106882542,-0.1010121825,
Top 7,7,1,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dennis Dei Baning,Frank Garces,R,L,Fastball,Ball,,,000,1.168544843,0.5422583715,
Top 7,7,1,1,0,'1-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dennis Dei Baning,Frank Garces,R,L,Fastball,Called Strike,,,000,0.950504926,0.6685264135,
Top 7,7,1,1,1,'1-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dennis Dei Baning,Frank Garces,R,L,Fastball,Swinging Strike,,,000,1.241057195,0.4936821355,
Top 7,7,1,1,2,'1-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dennis Dei Baning,Frank Garces,R,L,Offspeed,Foul,,,000,0.586761445,-0.085926395,
Top 7,7,1,1,2,'1-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dennis Dei Baning,Frank Garces,R,L,Fastball,Ball,,,000,0.392230214,0.9501277815,
Top 7,7,1,2,2,'2-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dennis Dei Baning,Frank Garces,R,L,Fastball,Strikeout Looking,,,000,-0.675692689,0.540372648,
Top 7,7,2,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Zach Lampreia,Frank Garces,R,L,Offspeed,Ball,,,000,-1.057337972,0.520522266,
Top 7,7,2,1,0,'1-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Zach Lampreia,Frank Garces,R,L,Fastball,Ball,,,000,0.943842037,0.410672589,
Top 7,7,2,2,0,'2-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Zach Lampreia,Frank Garces,R,L,Fastball,Swinging Strike,,,000,0.816241417,0.230535714,
Top 7,7,2,2,1,'2-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Zach Lampreia,Frank Garces,R,L,Fastball,Called Strike,,,000,1.067646067,-0.0319192755,
Top 7,7,2,2,2,'2-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Zach Lampreia,Frank Garces,R,L,Fastball,Strikeout Looking,,,000,-0.710440286,0.623042764,
Bottom 7,7,0,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Adam Odd,Sebastian Rodriguez,L,R,Fastball,Ball,,,000,1.286993,0.844012,
Bottom 7,7,0,1,0,'1-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Adam Odd,Sebastian Rodriguez,L,R,Offspeed,Called Strike,,,000,0.80372,0.6975665,
Bottom 7,7,0,1,1,'1-1,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Adam Odd,Sebastian Rodriguez,L,R,Offspeed,Flyout,Fly Ball,Straightaway,000,-0.59028,0.03936,
Bottom 7,7,1,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Leliis Beltran,Sebastian Rodriguez,L,R,Offspeed,Ball,,,000,1.229366,0.04122,
Bottom 7,7,1,1,0,'1-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Leliis Beltran,Sebastian Rodriguez,L,R,Fastball,Foul,,,000,0.931547,0.41066,
Bottom 7,7,1,1,1,'1-1,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Leliis Beltran,Sebastian Rodriguez,L,R,Fastball,Called Strike,,,000,0.751498,0.10398,
Bottom 7,7,1,1,2,'1-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Leliis Beltran,Sebastian Rodriguez,L,R,Offspeed,Ball,,,000,1.424123,0.9171275,
Bottom 7,7,1,2,2,'2-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Leliis Beltran,Sebastian Rodriguez,L,R,Offspeed,Flyout,Fly Ball,Straightaway,000,-0.0257,0.47779,
Bottom 7,7,2,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Hayden Jaco,Sebastian Rodriguez,R,R,Offspeed,Single,Ground Ball,Pull,000,-0.3598,0.394745,
Bottom 7,7,2,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Francisco Hernandez,Sebastian Rodriguez,R,R,Fastball,Ball,,,010,1.351108,0.946243,
Bottom 7,7,2,1,0,'1-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Francisco Hernandez,Sebastian Rodriguez,R,R,Fastball,Ball,,,010,-1.21908,-0.02939,
Bottom 7,7,2,2,0,'2-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Francisco Hernandez,Sebastian Rodriguez,R,R,Offspeed,Swinging Strike,,,010,-0.87241,0.5401715,
Bottom 7,7,2,2,1,'2-1,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Francisco Hernandez,Sebastian Rodriguez,R,R,Offspeed,Groundout,Ground Ball,Pull,010,-0.96215,-0.07778,
Top 8,8,0,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dan Marra,Frank Garces,R,L,Fastball,Ball,,,000,-1.14343,0.04366,
Top 8,8,0,1,0,'1-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dan Marra,Frank Garces,R,L,Fastball,Swinging Strike,,,000,1.111822,0.2503,
Top 8,8,0,1,1,'1-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dan Marra,Frank Garces,R,L,Fastball,Ball,,,000,-0.11111,0.9788035,
Top 8,8,0,2,1,'2-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dan Marra,Frank Garces,R,L,Offspeed,Ball,,,000,-0.89089,-0.17501,
Top 8,8,0,3,1,'3-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dan Marra,Frank Garces,R,L,Fastball,Called Strike,,,000,1.137192,0.756288,
Top 8,8,0,3,2,'3-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Dan Marra,Frank Garces,R,L,Fastball,Strikeout Swinging,,,000,1.159519,0.66874,
Top 8,8,1,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Ryan Dos Santos,Frank Garces,L,L,Fastball,Called Strike,,,000,0.855389,0.318145,
Top 8,8,1,0,1,'0-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Ryan Dos Santos,Frank Garces,L,L,Fastball,Groundout,Ground Ball,Opposite Field,000,-0.36218,0.302305,
Top 8,8,2,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jhon Javier,Frank Garces,R,L,Fastball,Ball,,,000,-1.31616,0.49593,
Top 8,8,2,1,0,'1-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jhon Javier,Frank Garces,R,L,Fastball,Ball,,,000,-1.29758,0.7392035,
Top 8,8,2,2,0,'2-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jhon Javier,Frank Garces,R,L,Offspeed,Called Strike,,,000,-0.87181,0.087725,
Top 8,8,2,2,1,'2-1,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jhon Javier,Frank Garces,R,L,Fastball,Swinging Strike,,,000,-0.38989,0.657426,
Top 8,8,2,2,2,'2-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jhon Javier,Frank Garces,R,L,Fastball,Foul,,,000,-0.37546,0.740146,
Top 8,8,2,2,2,'2-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jhon Javier,Frank Garces,R,L,Fastball,Foul,,,000,-0.41788,0.526041,
Top 8,8,2,2,2,'2-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jhon Javier,Frank Garces,R,L,Fastball,Ball,,,000,1.165553,0.902268,
Top 8,8,2,3,2,'3-2,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Jhon Javier,Frank Garces,R,L,Offspeed,Strikeout Swinging,,,000,0.307624,0.054875,
Bottom 8,8,0,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Brandon Hernanedez,Sebastian Rodriguez,L,R,Offspeed,Ball,,,000,1.322747,0.800263,
Bottom 8,8,0,1,0,'1-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Brandon Hernanedez,Sebastian Rodriguez,L,R,Offspeed,Double,,,000,0.97258,0.571248,
Bottom 8,8,0,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Willy Garcia,Sebastian Rodriguez,R,R,Offspeed,Called Strike,,,010,-0.44073,0.117355,
Bottom 8,8,0,0,1,'0-1,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Willy Garcia,Sebastian Rodriguez,R,R,Offspeed,Flyout,Fly Ball,Straightaway,010,-0.79879,0.05861,
Bottom 8,8,1,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Ryan Rijo,Sebastian Rodriguez,L,R,Offspeed,Called Strike,,,001,0.899942,0.6149595,
Bottom 8,8,1,0,1,'0-1,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Ryan Rijo,Sebastian Rodriguez,L,R,Fastball,Ball,,,001,1.287119,0.848877,
Bottom 8,8,1,1,1,'1-1,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Ryan Rijo,Sebastian Rodriguez,L,R,Offspeed,Double,,,001,-0.22206,0.01541,
Bottom 8,8,1,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Nolan Machibroda,Sebastian Rodriguez,L,R,Fastball,Ball,,,010,1.126908,0.834118,
Bottom 8,8,1,1,0,'1-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Nolan Machibroda,Sebastian Rodriguez,L,R,Offspeed,Ball,,,010,1.09216,0.916788,
Bottom 8,8,1,2,0,'2-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Nolan Machibroda,Sebastian Rodriguez,L,R,Offspeed,Single,Pop Up,Pull,010,-0.87307,0.03907,
Bottom 8,8,1,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Tristan Clarke,Sebastian Rodriguez,R,R,Fastball,Called Strike,,,110,0.752781,0.629404,
Bottom 8,8,1,0,1,'0-1,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Tristan Clarke,Sebastian Rodriguez,R,R,Fastball,Called Strike,,,110,-0.05544,0.278295,
Bottom 8,8,1,0,2,'0-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Tristan Clarke,Sebastian Rodriguez,R,R,Fastball,Foul,,,110,0.480884,0.098835,
Bottom 8,8,1,0,2,'0-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Tristan Clarke,Sebastian Rodriguez,R,R,Fastball,Flyout,Fly Ball,Straightaway,110,-0.75525,0.3165,
Bottom 8,8,2,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Adam Odd,Dustin Richardson,L,L,Fastball,Called Strike,,,110,0.750618,0.06992,
Bottom 8,8,2,0,1,'0-1,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Adam Odd,Dustin Richardson,L,L,Fastball,Ball,,,110,0.7343,-0.085775,
Bottom 8,8,2,1,1,'1-1,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Adam Odd,Dustin Richardson,L,L,Fastball,Swinging Strike,,,110,0.793663,0.308355,
Bottom 8,8,2,1,2,'1-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Adam Odd,Dustin Richardson,L,L,Fastball,Foul,,,110,0.315293,0.35165,
Bottom 8,8,2,1,2,'1-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Adam Odd,Dustin Richardson,L,L,Fastball,Ball,,,110,1.2354,0.27475,
Bottom 8,8,2,2,2,'2-2,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Adam Odd,Dustin Richardson,L,L,Fastball,Single,Ground Ball,Opposite Field,110,0.689295,0.5514985,
Bottom 8,8,2,0,0,'0-0,Barrie Baycats,Toronto Maple Leafs,"May 15, 2025",,,,Leliis Beltran,Dustin Richardson,R,L,Offspeed,Groundout,Ground Ball,Opposite Field,110,0.629681,0.14764,
Top 9,9,0,0,0,'0-0,Toronto Maple Leafs,Barrie Baycats,"May 15, 2025",,,,Rando Moreno,Frank Garces,R,L,Offspeed,Called Strike,,,000,-0.83543,0.0683,
