Half Inning,Inning,Outs,Balls,Strikes,Count,Batter_Team,Pitcher_Team,Date,Home Team,Away Team,,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y,REMEMBER TO INSERT THE X AND Y POINTS AFTER EVERY HALF INNING! DON'T MISCLICK PLOTS
Bottom 6,6,2,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Colby Ring,L,L,Offspeed,Called Strike,,,011,0.656332617,0.509436995,
Bottom 6,6,2,0,2,'0-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Colby Ring,L,L,Offspeed,Strikeout Looking,,,011,-0.420422033,0.765118665,
Top 7,7,0,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Byron Reichstein,Adam Marra,L,L,Fastball,Single,Fly Ball,Straightaway,000,0.249558638,0.831406505,
Top 7,7,0,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Adam Marra,L,L,Offspeed,Foul,,,100,-0.659700844,0.982921568,
Top 7,7,0,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Adam Marra,L,L,Offspeed,Error,Ground Ball,Pull,100,-0.228998984,0.395800697,
Top 7,7,0,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Adam Marra,R,L,Offspeed,Ball,,,101,1.445952693,-0.087153567,
Top 7,7,0,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Adam Marra,R,L,Offspeed,Ball,,,101,-0.037575935,1.219663855,
Top 7,7,0,2,0,'2-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Adam Marra,R,L,Offspeed,Ball,,,101,-1.521104564,-0.115562642,
Top 7,7,0,3,0,'3-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Adam Marra,R,L,Fastball,Walk,,,101,1.278457526,0.130649337,
Top 7,7,0,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Adam Marra,L,L,Offspeed,Called Strike,,,111,0.129919232,0.689361133,
Top 7,7,0,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Adam Marra,L,L,Offspeed,Ball,,,111,0.991322952,-0.238668631,
Top 7,7,0,1,1,'1-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Adam Marra,L,L,Offspeed,Ball,,,111,-2.382508284,1.19125478,
Top 7,7,0,2,1,'2-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Adam Marra,L,L,Fastball,Double Play,Ground Ball,Straightaway,111,1.37416905,0.556785452,
Top 7,7,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Jeremy Newton,R,R,Fastball,Ball,,,011,0.058135589,1.12496694,
Top 7,7,2,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Jeremy Newton,R,R,Offspeed,Ball,,,011,-1.449320921,-0.143971716,
Top 7,7,2,2,0,'2-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Jeremy Newton,R,R,Fastball,Ball,,,011,1.182746001,1.19125478,
Top 7,7,2,3,0,'3-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Jeremy Newton,R,R,Fastball,Walk,,,011,-0.827196012,1.12496694,
Top 7,7,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Jeremy Newton,L,R,Fastball,Called Strike,,,111,0.847755666,0.651482367,
Top 7,7,2,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Jeremy Newton,L,R,Fastball,Ball,,,111,1.326313288,0.907164036,
Top 7,7,2,1,1,'1-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Jeremy Newton,L,R,Fastball,Called Strike,,,111,-0.587917201,0.916633728,
Top 7,7,2,1,2,'1-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Jeremy Newton,L,R,Fastball,Walk,,,111,0.919539309,1.181785089,
Top 7,7,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Jeremy Newton,L,R,Offspeed,Ball,,,111,-1.377537277,0.784058047,
Top 7,7,2,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Jeremy Newton,L,R,Fastball,Walk,,,111,0.704188379,1.115497249,
Top 7,7,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Francisco Fajardo,Jeremy Newton,L,R,Fastball,Groundout,Ground Ball,Straightaway,111,0.608476855,0.386331006,
Bottom 7,7,0,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Colby Ring,L,L,Fastball,Called Strike,,,000,-0.013648054,0.234815943,
Bottom 7,7,0,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Colby Ring,L,L,Offspeed,Ball,,,000,-0.468277795,1.143906323,
Bottom 7,7,0,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Colby Ring,L,L,Offspeed,Called Strike,,,000,0.177774995,0.831406505,
Bottom 7,7,0,1,2,'1-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Colby Ring,L,L,Fastball,Strikeout Looking,,,000,0.560621092,0.234815943,
Bottom 7,7,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Colby Ring,R,L,Fastball,Foul,,,000,-0.396494152,0.642012676,
Bottom 7,7,1,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Colby Ring,R,L,Fastball,Called Strike,,,000,0.010279827,0.338982549,
Bottom 7,7,1,0,2,'0-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Colby Ring,R,L,Fastball,Foul,,,000,0.51276533,0.329512857,
Bottom 7,7,1,0,2,'0-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Colby Ring,R,L,Offspeed,Ball,,,000,-0.468277795,1.0586791,
Bottom 7,7,1,1,2,'1-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Colby Ring,R,L,Offspeed,Ball,,,000,0.393125925,1.115497249,
Bottom 7,7,1,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Colby Ring,R,L,Fastball,Groundout,Ground Ball,Straightaway,000,0.058135589,0.177997794,
Bottom 7,7,2,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Colby Ring,R,L,Offspeed,Ball,,,000,1.278457526,-0.001926344,
Bottom 7,7,2,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Colby Ring,R,L,Fastball,Ball,,,000,-0.34863839,1.087088174,
Bottom 7,7,2,2,0,'2-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Colby Ring,R,L,Fastball,Called Strike,,,000,-0.396494152,0.177997794,
Bottom 7,7,2,2,1,'2-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Colby Ring,R,L,Fastball,Double,Line Drive,Straightaway,000,-0.611845082,0.651482367,
Bottom 7,7,2,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jeffrey Mejia,Colby Ring,R,L,Offspeed,Swinging Strike,,,010,0.034207708,0.301103783,
Bottom 7,7,2,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jeffrey Mejia,Colby Ring,R,L,Offspeed,Foul,,,010,0.871683547,0.130649337,
Bottom 7,7,2,0,2,'0-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jeffrey Mejia,Colby Ring,R,L,Offspeed,Groundout,Ground Ball,Pull,010,0.656332617,0.159058411,
Top 8,8,0,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Kaiden Cardoso,Sebastian Rodriguez,L,R,Fastball,Ball,,,000,1.469880574,0.916633728,
Top 8,8,0,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Kaiden Cardoso,Sebastian Rodriguez,L,R,Fastball,Swinging Strike,,,000,0.656332617,0.717770207,
Top 8,8,0,1,1,'1-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Kaiden Cardoso,Sebastian Rodriguez,L,R,Offspeed,Ball,,,000,1.302385407,0.518906687,
Top 8,8,0,2,1,'2-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Kaiden Cardoso,Sebastian Rodriguez,L,R,Fastball,Called Strike,,,000,0.799899903,0.405270389,
Top 8,8,0,2,2,'2-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Kaiden Cardoso,Sebastian Rodriguez,L,R,Fastball,Strikeout Swinging,,,000,0.72811626,0.660952058,
Top 8,8,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Eduardo De Oleo,Sebastian Rodriguez,R,R,Offspeed,Foul,,,000,0.72811626,0.518906687,
Top 8,8,1,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Eduardo De Oleo,Sebastian Rodriguez,R,R,Fastball,Flyout,Fly Ball,Straightaway,000,0.536693211,0.481027921,
Top 8,8,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Byron Reichstein,Sebastian Rodriguez,L,R,Offspeed,Ball,,,000,-0.803268131,-0.219729248,
Top 8,8,2,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Byron Reichstein,Sebastian Rodriguez,L,R,Offspeed,Called Strike,,,000,0.608476855,0.225346251,
Top 8,8,2,1,1,'1-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Byron Reichstein,Sebastian Rodriguez,L,R,Offspeed,Swinging Strike,,,000,-0.540061439,-0.248138322,
Top 8,8,2,1,2,'1-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Byron Reichstein,Sebastian Rodriguez,L,R,Fastball,Foul,,,000,0.823827785,0.897694345,
Top 8,8,2,1,2,'1-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Byron Reichstein,Sebastian Rodriguez,L,R,Offspeed,Ball,,,000,1.493808456,0.159058411,
Top 8,8,2,2,2,'2-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Byron Reichstein,Sebastian Rodriguez,L,R,Fastball,Strikeout Swinging,,,000,0.752044141,0.651482367,
Bottom 8,8,0,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Spenser Ross,Jonathan Henry,R,R,Fastball,Ball,,,000,-0.540061439,1.19125478,
Bottom 8,8,0,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Spenser Ross,Jonathan Henry,R,R,Fastball,Ball,,,000,0.560621092,1.106027557,
Bottom 8,8,0,2,0,'2-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Spenser Ross,Jonathan Henry,R,R,Fastball,Flyout,Fly Ball,Straightaway,000,0.417053806,0.80299743,
Bottom 8,8,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jonathan Henry,L,R,Offspeed,Ball,,,000,0.72811626,-0.238668631,
Bottom 8,8,1,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jonathan Henry,L,R,Fastball,Ball,,,000,1.493808456,0.575724835,
Bottom 8,8,1,2,0,'2-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jonathan Henry,L,R,Fastball,Ball,,,000,-0.300782627,1.115497249,
Bottom 8,8,1,3,0,'3-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jonathan Henry,L,R,Fastball,Called Strike,,,000,0.464909568,0.130649337,
Bottom 8,8,1,3,1,'3-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Jonathan Henry,L,R,Offspeed,Walk,,,000,0.560621092,-0.286017088,
Bottom 8,8,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jonathan Henry,R,R,Offspeed,Called Strike,,,100,-0.037575935,0.897694345,
Bottom 8,8,1,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jonathan Henry,R,R,Offspeed,Called Strike,,,100,0.51276533,0.727239899,
Bottom 8,8,1,0,2,'0-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Jonathan Henry,R,R,Offspeed,Flyout,Line Drive,Pull,100,0.536693211,0.499967304,
Bottom 8,8,2,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Rando Moreno,Jonathan Henry,L,R,Fastball,Called Strike,,,100,0.632404736,0.462088538,
Bottom 8,8,2,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Rando Moreno,Jonathan Henry,L,R,Fastball,Ball,,,100,1.445952693,0.263225017,
Bottom 8,8,2,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Rando Moreno,Jonathan Henry,L,R,Offspeed,Swinging Strike,,,100,0.847755666,-0.191320173,
Bottom 8,8,2,1,2,'1-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Rando Moreno,Jonathan Henry,L,R,Offspeed,Single,,,100,0.584548974,0.34845224,
Bottom 8,8,2,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jonathan Henry,L,R,Fastball,Called Strike,,,101,0.72811626,0.452618846,
Bottom 8,8,2,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jonathan Henry,L,R,Fastball,Ball,,,101,1.15881812,0.34845224,
Bottom 8,8,2,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Jonathan Henry,L,R,Fastball,Home Run,,,101,1.110962358,0.272694708,
Bottom 8,8,2,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Jonathan Henry,L,R,Fastball,Ball,,,000,0.680260498,1.248072929,
Bottom 8,8,2,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Justin Marra,Jonathan Henry,L,R,Fastball,Popout,Pop Up,Straightaway,000,0.058135589,0.329512857,
Top 9,9,0,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Sebastian Rodriguez,L,R,Fastball,Ball,,,000,1.517736337,1.077618483,
Top 9,9,0,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Sebastian Rodriguez,L,R,Fastball,Ball,,,000,1.422024812,0.897694345,
Top 9,9,0,2,0,'2-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Sebastian Rodriguez,L,R,Offspeed,Called Strike,,,000,0.704188379,0.291634091,
Top 9,9,0,2,1,'2-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Sebastian Rodriguez,L,R,Offspeed,Swinging Strike,,,000,0.680260498,0.234815943,
Top 9,9,0,2,2,'2-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Ty Mosher,Sebastian Rodriguez,L,R,Fastball,Groundout,,,000,0.632404736,0.556785452,
Top 9,9,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Sebastian Rodriguez,R,R,Offspeed,Ball,,,000,-1.21004211,-0.049274801,
Top 9,9,1,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Sebastian Rodriguez,R,R,Offspeed,Swinging Strike,,,000,-0.611845082,-0.210259556,
Top 9,9,1,1,1,'1-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Sebastian Rodriguez,R,R,Offspeed,Called Strike,,,000,0.632404736,0.177997794,
Top 9,9,1,1,2,'1-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Sebastian Rodriguez,R,R,Offspeed,Single,Ground Ball,Straightaway,000,-0.324710509,0.443149155,
Top 9,9,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Sebastian Rodriguez,L,R,Fastball,Foul,,,100,0.799899903,0.698830824,
Top 9,9,1,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Sebastian Rodriguez,L,R,Fastball,Swinging Strike,,,100,0.799899903,-0.10609295,
Top 9,9,1,0,2,'0-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,Sebastian Rodriguez,,,,Caught Stealing,,,,,,
Top 9,9,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Sebastian Rodriguez,R,R,Fastball,Swinging Strike,,,100,0.680260498,0.140119028,
Top 9,9,2,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Sebastian Rodriguez,R,R,Offspeed,Foul,,,100,-0.540061439,0.291634091,
Top 9,9,2,0,2,'0-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Sebastian Rodriguez,R,R,Fastball,Ball,,,100,1.37416905,0.99239126,
Top 9,9,2,1,2,'1-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Sebastian Rodriguez,R,R,Offspeed,Foul,,,100,-1.257897872,0.395800697,
Top 9,9,2,1,2,'1-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Adrian Harrison,Sebastian Rodriguez,R,R,Offspeed,Strikeout Swinging,,,100,-0.731484487,0.064361496,
Bottom 9,9,0,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Janisse,R,R,Fastball,Ball,,,000,-0.013648054,1.087088174,
Bottom 9,9,0,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Janisse,R,R,Offspeed,Ball,,,000,-1.353609396,-0.125032333,
Bottom 9,9,0,2,0,'2-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Janisse,R,R,Fastball,Called Strike,,,000,-0.827196012,0.632542984,
Bottom 9,9,0,2,1,'2-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Janisse,R,R,Fastball,Foul,,,000,0.08206347,0.926103419,
Bottom 9,9,0,2,2,'2-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Dennis Dei Banning,Janisse,R,R,Fastball,Strikeout Swinging,,,000,-0.444349914,0.831406505,
Bottom 9,9,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Janisse,R,R,Offspeed,Ball,,,000,0.560621092,-0.248138322,
Bottom 9,9,1,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Janisse,R,R,Fastball,Ball,,,000,-0.77934025,0.547315761,
Bottom 9,9,1,2,0,'2-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Janisse,R,R,Offspeed,Ball,,,000,0.536693211,1.096557866,
Bottom 9,9,1,3,0,'3-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Janisse,R,R,Fastball,Called Strike,,,000,0.393125925,0.537846069,
Bottom 9,9,1,3,1,'3-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Janisse,R,R,Fastball,Foul,,,000,0.464909568,0.954512494,
Bottom 9,9,1,3,2,'3-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Marcus Knecht,Janisse,R,R,Offspeed,Walk,,,000,-1.353609396,-0.238668631,
Bottom 9,9,1,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jeffrey Mejia,Janisse,R,R,Fastball,Called Strike,,,100,-0.516133557,0.196937177,
Bottom 9,9,1,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jeffrey Mejia,Janisse,R,R,Offspeed,Foul,,,100,0.440981687,0.452618846,
Bottom 9,9,1,0,2,'0-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jeffrey Mejia,Janisse,R,R,Fastball,Strikeout Swinging,,,100,0.823827785,0.338982549,
Bottom 9,9,2,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Spenser Ross,Janisse,R,R,Fastball,Ball,,,100,-1.090402704,0.613603601,
Bottom 9,9,2,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Spenser Ross,Janisse,R,R,Fastball,Ball,,,100,0.847755666,1.181785089,
Bottom 9,9,2,2,0,'2-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Spenser Ross,Janisse,R,R,Fastball,Ball,,,100,1.182746001,0.660952058,
Bottom 9,9,2,3,0,'3-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Spenser Ross,Janisse,R,R,Fastball,Walk,,,100,-1.114330585,0.727239899,
Bottom 9,9,2,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Janisse,L,R,Offspeed,Ball,,,110,1.254529645,-0.115562642,
Bottom 9,9,2,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Janisse,L,R,Fastball,Foul,,,110,0.417053806,0.651482367,
Bottom 9,9,2,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Janisse,L,R,Fastball,Ball,,,110,0.847755666,-0.058744493,
Bottom 9,9,2,2,1,'2-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Ryan Dos Santos,Janisse,L,R,Offspeed,Groundout,Ground Ball,Pull,110,-0.181143222,0.301103783,
Top 10,10,0,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Sebastian Rodriguez,L,R,Fastball,Swinging Strike,,,010,0.847755666,-0.200789865,
Top 10,10,0,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Sebastian Rodriguez,L,R,Fastball,Foul,,,010,1.182746001,0.462088538,
Top 10,10,0,0,2,'0-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Sebastian Rodriguez,L,R,Fastball,Ball,,,010,1.254529645,0.272694708,
Top 10,10,0,1,2,'1-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Sebastian Rodriguez,L,R,Offspeed,Ball,,,010,0.991322952,0.225346251,
Top 10,10,0,2,2,'2-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Sebastian Rodriguez,L,R,Offspeed,Ball,,,010,1.469880574,1.039739717,
Top 10,10,0,3,2,'3-2,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Toby Simmons,Sebastian Rodriguez,L,R,Fastball,Walk,,,010,1.780943029,0.916633728,
Top 10,10,0,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Francisco Fajardo,Sebastian Rodriguez,L,R,Fastball,Single,Ground Ball,Opposite Field,110,0.656332617,0.660952058,
Top 10,10,0,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Kaiden Cardoso,Sebastian Rodriguez,L,R,Offspeed,Foul,,,111,0.72811626,0.443149155,
Top 10,10,0,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Kaiden Cardoso,Sebastian Rodriguez,L,R,Offspeed,Ball,,,111,1.15881812,0.140119028,
Top 10,10,0,1,1,'1-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Kaiden Cardoso,Sebastian Rodriguez,L,R,Offspeed,Double,Fly Ball,Opposite Field,111,0.656332617,0.708300516,
Top 10,10,0,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Eduardo De Oleo,Sebastian Rodriguez,R,R,Fastball,Groundout,,,011,-0.061503816,0.395800697,
Top 10,10,1,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Byron Reichstein,Sebastian Rodriguez,L,R,Fastball,Groundout,Ground Ball,Pull,011,0.775972022,0.585194527,
Top 10,10,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Sebastian Rodriguez,R,R,Offspeed,Foul,,,101,0.584548974,0.869285271,
Top 10,10,2,0,1,'0-1,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Champ Garner,Sebastian Rodriguez,R,R,Offspeed,Double,Fly Ball,Pull,101,0.201702876,0.698830824,
Top 10,10,2,0,0,'0-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,CarColby Rington,L,R,Fastball,Ball,,,011,1.398096931,-0.200789865,
Top 10,10,2,1,0,'1-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,CarColby Rington,L,R,Fastball,Ball,,,011,0.799899903,1.238603238,
Top 10,10,2,2,0,'2-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,CarColby Rington,L,R,Fastball,Ball,,,011,0.034207708,0.850345888,
Top 10,10,2,3,0,'3-0,London Majors,Toronto Maple Leafs,"May 18, 2025",,,,Brad Verhoeven,CarColby Rington,L,R,Fastball,Flyout,Fly Ball,Opposite Field,011,0.680260498,0.206406868,
Bottom 10,10,0,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Janisse,R,R,Fastball,Called Strike,,,010,0.034207708,0.945042802,
Bottom 10,10,0,0,1,'0-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Janisse,R,R,Offspeed,Called Strike,,,010,0.704188379,0.556785452,
Bottom 10,10,0,0,2,'0-2,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jhon Javier,Janisse,R,R,Offspeed,Single,Ground Ball,Straightaway,010,0.010279827,0.831406505,
Bottom 10,10,0,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Rando Moreno,Janisse,L,R,Fastball,Ball,,,110,-1.521104564,1.172315397,
Bottom 10,10,0,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Rando Moreno,Janisse,L,R,Offspeed,Home Run,Fly Ball,Pull,011,0.273486519,0.272694708,
Bottom 10,10,0,0,0,'0-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Janisse,L,R,Fastball,Ball,,,000,-0.037575935,1.087088174,
Bottom 10,10,0,1,0,'1-0,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Janisse,L,R,Fastball,Foul,,,000,-0.061503816,0.869285271,
Bottom 10,10,0,1,1,'1-1,Toronto Maple Leafs,London Majors,"May 18, 2025",,,,Jordan Castaldo,Janisse,L,R,Fastball,Ball,,,000,0.752044141,1.238603238,
